comment,date,day,time
Morris Mahlangu Ronaldo is not even close to the level of Messi Maradona and Pele,2023-11-23,Thursday,19:00:00
"Morris Mahlangu no problem, still better then Ronaldo",2023-11-23,Thursday,20:00:00
Morris Mahlangu\nSo you really think Argentina has 6 people only?,2023-11-23,Thursday,21:00:00
Sladarin Slathe\nAsking 6 people randomly dsnt reflect the true opinions of people,2023-11-23,Thursday,21:00:00
Lee Lee\nThats what i wanted to say,2023-11-23,Thursday,21:00:00
Even Messi in Argentina don't rate himself greater than maradona\n\nSo stop your jeoulous hate speech on Messi.,2023-11-23,Thursday,22:00:00
Morris Mahlangu why do you care so much,2023-11-23,Thursday,22:00:00
Morris Mahlangu HAHAHAHAHAHA\nIS THERE FOOTBALL IN SIYABUSWA????\n🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2023-11-23,Thursday,23:00:00
"Morris Mahlangu He's not a goat, he's a lion",2023-11-23,Thursday,23:18:00
Morris Mahlangu Thomas Mensa-wonkyi 🤣,2023-11-23,Thursday,23:52:00
Morris Mahlangu and maradona isn't theirs??,2023-11-23,Thursday,23:53:00
This post is about messi and Maradona. Watch Ronaldo fans make it about Ronaldo,2023-11-23,Thursday,11:00:00
Omeje Anthony Deluded fanbase,2023-11-23,Thursday,11:00:00
Omeje Anthony Such a waste right? lol,2023-11-23,Thursday,11:00:00
Omeje Anthony you already made it about Ronaldo by mentioning him first! Messi fans are mentally unstable for real,2023-11-23,Thursday,11:00:00
"Economist Carlos Winfords I can now conclude that, Messi fans have mental health condition. A post that got nothing to do with Ronaldo but you were the first to mention Ronaldo then try to troll Ronaldo fans if they mention RONALDO. Are u guys for real?",2023-11-23,Thursday,11:00:00
Omeje Anthony you are the first one to do that,2023-11-23,Thursday,11:00:00
"Omeje Anthony it's Messi fans who will make it about Ronaldo, just like you've done with this post",2023-11-23,Thursday,11:00:00
"Omeje Anthony you just mentioned Ronaldo,\nThe obsession is too much",2023-11-23,Thursday,11:00:00
Omeje Anthony\n...Why not👻,2023-11-23,Thursday,11:00:00
Nani Kings obsession with Morocco?,2023-11-23,Thursday,11:00:00
"Omeje Anthony please when did u escape from the psychiatric hospital? I went there to check on you, they said u escaped in the night. A mad man talking about my father, someone you don't even know. Family of mentally unstable people😂😂",2023-11-23,Thursday,12:00:00
Omeje Anthony you breathe Ronaldo bro,2023-11-23,Thursday,12:00:00
Omeje Anthony,2023-11-23,Thursday,13:00:00
"Omeje Anthony watch yourself cry for attention from Ronaldo fans, without even focussing on the post itself.",2023-11-23,Thursday,13:00:00
Omeje Anthony it's happening already.🤣,2023-11-23,Thursday,13:00:00
"Omeje Anthony unfortunately it is you that mentioned Ronaldo here which shows that you are either his number one fan here or you are obsessed with him that you must mention him even on things that do not concern him, so the joke's on you",2023-11-23,Thursday,13:00:00
"Omeje Anthony sorry but SO FAR it's just your warped, delusional and CR7 obsessed comment that has made it about the guy.",2023-11-23,Thursday,13:00:00
D Adonis Bravo Kimba exactly bro!!! 👍,2023-11-23,Thursday,13:00:00
Omeje Anthony same for the ronaldo post. messi fans make it about messi. so what you on about? 🤣🤣,2023-11-23,Thursday,18:00:00
Omeje Anthony look at yu tryna guilt trip people. Yu need to work on your emotions big man,2023-11-23,Thursday,22:00:00
Omeje Anthony lol 😂 you just made it about Ronaldo. And you’re a Messi fan I guess it itches you wen you don’t say his name 😂😂😂😂,2023-11-23,Thursday,23:22:00
Five reasons why people hate Leo Messi 🔥\n\n1. He doesn't play for your favorite team.\n2. He is better than your favorite player.\n3. He humiliated your favorite team ( especially Man utd & Real Madrid 🤣)\n4. You have no knowledge in Football.\n5. He has completed Football and he is the Greatest player of all time.,2023-11-23,Thursday,23:28:00
Messi the most humble player ever walked on the earth\nI'm CR7 fan 🇵🇹🇵🇹🇵🇹🇵🇹❤❤,2023-11-23,Thursday,11:00:00
Fuad Ibrahim Abafita kaka,2023-11-23,Thursday,13:00:00
"Fuad Ibrahim Abafita he\'s turned a kunfu master now. He fights with kids in every game. That\'s why the commentators called him ""Angry-nel Messi""",2023-11-23,Thursday,15:00:00
Fuad Ibrahim Abafita you haven't see pato so keep quiet Messi is not humble,2023-11-23,Thursday,15:00:00
"Fuad Ibrahim Abafita Del Piero, Kaka, Pato?",2023-11-23,Thursday,17:00:00
Fuad Ibrahim Abafita nobody asked of humility. Get the question right,2023-11-23,Thursday,19:00:00
Fuad Ibrahim Abafita lies,2023-11-23,Thursday,19:00:00
Fuad Ibrahim Abafita God will you for saying the truth,2023-11-23,Thursday,22:00:00
Fuad Ibrahim Abafita yea,2023-11-23,Thursday,23:00:00
You're not a RONALDO fan you moron!,2023-11-23,Thursday,23:00:00
Abdullahi Mohammed Luth,2023-11-23,Thursday,23:00:00
"MD Farhan Shahriar Arnob so what's ur point, u guys said cr7 is arrogant and not humble,that is y I brought those images why bringing cr7 when we already know is not humble moreover cr7 picture is one scene but Messi is 3 scenes. Humbleness indeed",2023-11-23,Thursday,23:15:00
Fuad Ibrahim Abafita There is different between best player and humble 😑 player i beg,2023-11-23,Thursday,23:39:00
"Maradona showed the path of world cup winning & spread craziness among argentines. In this sense, maradona is the best player of all time for argentina. But in case of records, achievements, statistics, Messi is the best player of all time.",2023-11-23,Thursday,11:00:00
I love how Messi is always aiming for the neck of his opponents\nJust imagine attacking small boy Rodrygo😂 Ronaldo will never do this\nAll this won't had happen if Fifa didn't give him the world cup trophy 🏆 and the balloon dor award 😭,2023-11-23,Thursday,11:00:00
Justice Paintsil Ronaldo will also never win the World Cup😂😂,2023-11-23,Thursday,11:00:00
Justice Paintsil,2023-11-23,Thursday,11:00:00
Justice Paintsil Ronaldo that threw his captain on the ground because the ref didn't award a penalty to him😄,2023-11-23,Thursday,11:00:00
Justice Paintsil you would have seen penaldo kicking small Curtis Jones of Liverpool during the 5 - 0 clash between Liverpool and Man U 🤣🤣,2023-11-23,Thursday,11:00:00
Justice Paintsil keep crying 😭😂😂,2023-11-23,Thursday,11:00:00
Justice Paintsil both u and Rodrygo are fools,2023-11-23,Thursday,11:00:00
Justice Paintsil,2023-11-23,Thursday,11:00:00
"Justice Paintsil Did you say ""Ronaldo will never do that""?\nIs it not the same Ronaldo who smashed a young fan\'s phone?",2023-11-23,Thursday,11:00:00
Justice Paintsil,2023-11-23,Thursday,12:00:00
Justice Paintsil continue to cry bro.\n\nInfinity ♾️,2023-11-23,Thursday,12:00:00
Justice Paintsil see this cry boy as his idol c.ronaldo,2023-11-23,Thursday,15:00:00
Justice Paintsil Ronaldo never do this 😂😂\nHe beat an autistic Child who was a fan of Everton yo idiot and got banned for a game 😂,2023-11-23,Thursday,18:00:00
Justice Paintsil cry,2023-11-23,Thursday,19:00:00
Justice Paintsil no bro he stole it ig.ig your team should have won it.but oops then couldn't make it out of Ro16,2023-11-23,Thursday,22:00:00
imagine arguing with someone ho thinks Fifa still awards the Balon d'or 🤦\u200d♂️🤦\u200d♂️,2023-11-23,Thursday,22:00:00
Justice Paintsil thats because he attacks fans and crush their phones 🥱,2023-11-23,Thursday,23:00:00
"Justice Paintsil You're Justice so take him to court, collect the World Cup from him and keep it in your room🤣🤣🤣",2023-11-23,Thursday,23:00:00
Messi is the best to ever grace the Game,2023-11-23,Thursday,11:00:00
Osman Sessay Pele,2023-11-23,Thursday,12:00:00
Osman Sessay in your dream 😆😆😆😆,2023-11-23,Thursday,12:00:00
Osman Sessay u knw better than his country people...yeye dey smell,2023-11-23,Thursday,12:00:00
Osman Sessay lies,2023-11-23,Thursday,19:00:00
"Messi may not be better than Diego bcos personally I don't like comparing different eras but he's far the best player of his generation, no one comes close.",2023-11-23,Thursday,16:00:00
Emecheta Rave Ebuka lies,2023-11-23,Thursday,19:00:00
Emecheta Rave Ebuka Stop smoking drugs see what damage has done in your brain 🤧,2023-11-23,Thursday,23:00:00
Even messi choses Maradona ❤,2023-11-23,Thursday,11:00:00
"Doesn't matter Messi or Maradona ,, two Legend from belong one country Argentina!🇦🇷🙌",2023-11-23,Thursday,11:00:00
Afsana Khanam even his country didn't choose him. 💀💀🤡🤣,2023-11-23,Thursday,14:00:00
Brozovic Otavio Because it is respect and love for honorable person. Messi himself respects and loves Maradona a lot. Maradona is considered a legend in Argentina and he is no longer alive...,2023-11-23,Thursday,23:04:00
Afsana Khanam it’s matter,2023-11-23,Thursday,23:06:00
Afsana Khanam That's the same what I said. 💀💀🤡,2023-11-23,Thursday,23:31:00
Brozovic Otavio and when did Portugal love Ronaldo?? Most Ballon D'or vote Is Bernardo Silva,2023-11-23,Thursday,23:43:00
"Messi is a much better person than I am. These Argentines have abused and humaliated him multiple times, but he stood firm and always fought for his country. May he remain blessed for his die hard spirit and humility😍",2023-11-23,Thursday,11:00:00
Christa Uiras you are lame and lack wisdom,2023-11-23,Thursday,11:00:00
"Wegstar Wa Pasco Thank you, so much, Sir. Pls sponsor me some of your limitless wisdom and intellectual capacity, I want to be exactly like you when I grow up🤣🤣🤣🤣",2023-11-23,Thursday,11:00:00
"Christa Uiras so, Maradona didn't fight for his country?\n\nThey choose Maradona, how's that humiliation?\n\nYou talk like a retired drunkard, honestly.",2023-11-23,Thursday,12:00:00
Ogu Chinonso Go easy on him 😂,2023-11-23,Thursday,12:00:00
Ogu Chinonso you have no clue what Argentinians did to Messi since 2018 lol you commented without knowing the full context. Even called him drunkard lmao,2023-11-23,Thursday,12:00:00
Christa Uiras Messi no tiene magia. Es más cuadrado que que un Rubik cube😂😂😂,2023-11-23,Thursday,16:00:00
"The best in the world is RONALDO, the true GOAT♥",2023-11-23,Thursday,11:00:00
Laura Perez Tea cup winner penaldo😁,2023-11-23,Thursday,11:00:00
Laura Perez woman 🤣,2023-11-23,Thursday,22:00:00
Laura Perez ya but the real one. Who won world Cup,2023-11-23,Thursday,23:55:00
"Majority of the people that answered are young and couldn’t have seen Diego play, they’re mostly nostalgia merchants.\n\nThat said, even Messi would pick Diego and for reasons best known to them,I can’t even be mad with anyone picking an older player they’ve watched ahead of Messi like Cryuff, Alfredo etc but from my generation and all the players I’ve watched, non comes close to Messi",2023-11-23,Thursday,20:00:00
Davey McCoy don't cry! Maradona is the greatest player to come from Argentina...,2023-11-23,Thursday,11:00:00
Davey McCoy Stop using free mode please,2023-11-23,Thursday,12:00:00
"Davey McCoy ehh, did you REAAALLYY WATCH the video??",2023-11-23,Thursday,13:00:00
"Zee El-Maestro Samson idc, you would know if you actually read",2023-11-23,Thursday,18:00:00
"Anthony Kwabena Ofosu-Addae thats why i said ""Majority"" as opposed to ""all"" uwc on the free English lesson",2023-11-23,Thursday,19:00:00
Davey McCoy they are boca juniors fans. That's why,2023-11-23,Thursday,19:00:00
Figo or Cristiano Ronaldo?,2023-11-23,Thursday,21:00:00
"Davey McCoy very sweet talk, I know ur type 🤣🤣 stop crying ok…. I wonder if you will also say these words if Portuguese chooses another player ahead of Ronaldo.",2023-11-23,Thursday,23:00:00
Maybe You can compare Maradona at his peak to inter Miami Messi.... You can't compare Messi's peak to any living soul dead or alive... He's a genius...,2023-11-23,Thursday,11:00:00
Charles Junior Emehel even if you are not born when Diego Maradona is playing .at meat go watch some videos on YouTube. Maradona is the greatest Argentine player.man carry teams Alone,2023-11-23,Thursday,12:00:00
Osanyin Olami what did he do that Messi has not done?,2023-11-23,Thursday,13:00:00
Charles Junior Emehel that's your own opinion.,2023-11-23,Thursday,13:00:00
Messi should go to the like of Sevilla or Fiorentina and made the great in europe like Maradona did to napoli,2023-11-23,Thursday,13:00:00
"Osanyin Olami Messi almost did same thing in 2019.look that barca Team.. And 2019 Messi stat. Almost single handly Messi carry that barca. And this world Cup if Messi was not part of arg, arg sure out from group stage.. If Messi was retire at 2017 arg not qualify for 2018 world cup. Leo Messi also carry Argentina.",2023-11-23,Thursday,22:00:00
Charles Junior Emehel yet they compared him to CR7 for 15 years and more😹😹😹,2023-11-23,Thursday,23:00:00
Declan Beans he scored a goal with a hand…thats why he has “The Hand Of God”…he is touched by the gods…,2023-11-23,Thursday,23:37:00
"Goat, cr7 love , greatest of all time 🇵🇹🇸🇦⚽🌏🇧🇩\U0001fae1",2023-11-23,Thursday,12:00:00
Khalifa Bin Sharif,2023-11-23,Thursday,13:00:00
Khalifa Bin Sharif so you haven't stop crying even your best has found joy after Morocco made him cry like a kid who has lost hisor her Toffee at the seashore.,2023-11-23,Thursday,15:00:00
Khalifa Bin Sharif where's ronaldo world cup??,2023-11-23,Thursday,23:56:00
You talks to old people 🤣🤣,2023-11-23,Thursday,23:57:00
"In his country, and he's not even the best 😭\n\nCR7 is the GOAT",2023-11-23,Thursday,11:00:00
Franklin Awenbila They both have World Cup.Papa Penaldo has Arab cup🤭🤭,2023-11-23,Thursday,11:00:00
Franklin Awenbila 🥴,2023-11-23,Thursday,11:00:00
Franklin Awenbila The Greatest player there is and the will ever be Cristiano Ronaldoo❤️🐐,2023-11-23,Thursday,14:00:00
Franklin Awenbila in the world any country never compare Pele and Maradona with Penaldo.. But now People starting compare Pele vs Messi and Maradona vs Messi. People never compare Maradona / Pele with pendu 😃,2023-11-23,Thursday,22:00:00
Franklin Awenbila Bleeding academy 😂😂,2023-11-23,Thursday,23:00:00
Baiden Stephen goat in your house. Assisting South Korea goat 🤣🤣,2023-11-23,Thursday,23:00:00
They’re choosing maradona because of emotions.. bet me if maradona was playing in this years of high Technology many of his goals would have been disallowed..\nRespect to maradona but Messi is the best thing that happened to football..\nLord have Messi on the whole world..,2023-11-23,Thursday,12:00:00
Simon Peter explanation. who ask you?😂💔,2023-11-23,Thursday,16:00:00
Simon Peter so far so worst ur from nigeria and Sadio is on your profile,2023-11-23,Thursday,20:00:00
Simon Peter They don't have to choose who you want just to suit your narrative.,2023-11-23,Thursday,21:00:00
Why are they only asking boca fans…. Let’s ask the rest of the world and let’s see their answers\n\nMessi will beat maradona with a wide margin even add Pele join 🤣,2023-11-23,Thursday,13:00:00
Akintunde Emmanuel Ayobami why world people should ask their home countrymen who knows in and out of their generation player ...you can see old people who saw both messi and maradona play they choosed maradon,2023-11-23,Thursday,19:00:00
Mugen Magar so it was only boca junior fans that saw them play? Why not ask Riverplate fans or Newell old boys lolz you cr7 fans can’t get over the WC pain I can see 😂,2023-11-23,Thursday,23:00:00
"Akintunde Emmanuel Ayobami exactly my point, only asking Boca Juniors fans.. who'd you expect they will go for",2023-11-23,Thursday,23:07:00
"Most of them done even know anything about Maradona, they are just living based on information. Maradona was great but Messi has outshine him believe it or not.\n\nIt would been too incredible if someone like Messi was in their time where there were no too many rules in football",2023-11-23,Thursday,14:00:00
"Chima Smart Okoro C dude Maradona played in an era where he wasnt even protected by refs, and what he did even Messi cant do....we hav fifa archive's go and watch his world cup, his Barcelona games, and his Napoli games and come back to comment",2023-11-23,Thursday,20:00:00
Chima Smart Okoro C They don't have to choose who you want just to suit your narrative,2023-11-23,Thursday,21:00:00
Dave Dillionz and they don't have to choose yours too.,2023-11-23,Thursday,23:00:00
"Mwimwi Stan Mkandawire keep cry!ng, even if your favourite play more two world cup, he wouldn't get to the final how much more winning",2023-11-23,Thursday,23:00:00
"Chima Smart Okoro C my favourite already won the world cup dude 😂😂😂😂\nThere is a difference between favorite and greatness... Maradona vs Messi, Maradona is great but that doesn't mean he is my favorite",2023-11-23,Thursday,23:00:00
Mwimwi Stan Mkandawire A foul is foul don't say refs protected anyone. What did Maradona do that Messi can't do?,2023-11-23,Thursday,23:00:00
Man Char Ley 😂😂😂😂😂😂 dude wants to argue....sorry bro\n\nMaradona greater than Messi...yes Messi is magical but Maradona is the Magician,2023-11-23,Thursday,23:00:00
Mwimwi Stan Mkandawire Man you're not saying anything tangible. Is that how you answer questions. Convince me and others what Maradona can do and Messi can't period.,2023-11-23,Thursday,23:05:00
Man Char Ley dude i dont have to convince u...get to football archives and ur eyes will convince u,2023-11-23,Thursday,23:41:00
"20 years after Messi hangs his boots, the responses will change. It's all just out of sentiments. Messi is the best to have played for Argentina.",2023-11-23,Thursday,14:00:00
Aiah Gbakima\nThere is no sensible parameter of comparison between them. Messi is better than Maradona hands down.,2023-11-23,Thursday,14:00:00
Maradona is too much overrated,2023-11-23,Thursday,11:00:00
Sifat Ahmed Safi Mardona is much more than a typical footballer. He was a charecter that poses revolution.,2023-11-23,Thursday,11:00:00
Sifat Ahmed Safi Maradona was real deal not a fraud.,2023-11-23,Thursday,11:00:00
Sifat Ahmed Safi,2023-11-23,Thursday,11:00:00
Sifat Ahmed Safi truee,2023-11-23,Thursday,11:00:00
"Sifat Ahmed Safi Pele had to play 1,363 games to be compared to Maradona, who played only 690 games.",2023-11-23,Thursday,11:00:00
Sifat Ahmed Safi go and watch his clips.... Maradona was too good,2023-11-23,Thursday,11:00:00
Sifat Ahmed Safi Maradona didn't have FIFA behind him,2023-11-23,Thursday,11:00:00
Sifat Ahmed Safi no overrated player could dribble the entire England defence in a World Cup Semifinal. Your comment comes from someone who doesn't know football.,2023-11-23,Thursday,13:00:00
"Sifat Ahmed Safi Go to Naples, Maradona can't be overrated.",2023-11-23,Thursday,13:00:00
Sifat Ahmed Safi your Messi is the one who is overrated.,2023-11-23,Thursday,13:00:00
"Sifat Ahmed Safi you boy ur still young in football, its like comparing cr7 with Eusibio or luis Figo, these players had stiff compete bcz too good players where very many on there regime.",2023-11-23,Thursday,21:00:00
"Even Messi will choose Maradona, so don`t compare between two greats",2023-11-23,Thursday,11:00:00
"Mushfiq Abid can u compare their stats?\nMessi""s assists alone are more than the goals maradona scored throughout his career\nIs not even a debate",2023-11-23,Thursday,11:00:00
Miracle Isaiah Brainless Maradona is midfielder,2023-11-23,Thursday,12:00:00
Miracle IsaiahMiracle Isaiah Maradona carried mid team throughout he's life & never once went to any top 4 teams yet did so much,2023-11-23,Thursday,23:51:00
We love all of them not comparison 😡 bt the history says Leo is the greatest of all times 🥰 no doubt you should Check the carrier stats,2023-11-23,Thursday,23:00:00
Please remember Messi is a FIFA player 🙏,2023-11-23,Thursday,12:00:00
Richard Thompson Is Ronaldo an IMF player?,2023-11-23,Thursday,19:00:00
Richard Thompson Oh so the rest are PES players? 🤭😝🤣,2023-11-23,Thursday,22:00:00
Even people of Argentina don't consider him as best Argentine player ever existed!,2023-11-23,Thursday,11:00:00
She is only asking boca juniors fans of course they going to say Maradona,2023-11-23,Thursday,11:00:00
Shahran Toushib elders* . Some people find it difficult to give up the idol you were born with . So it's obvious that they said Maradona,2023-11-23,Thursday,13:00:00
Shahran Toushib better than pendu☕,2023-11-23,Thursday,13:00:00
Shahran Toushib vai abeg e din chole na,2023-11-23,Thursday,23:00:00
I Love Messi bat Maradona is football got LOVE From Bangladesh,2023-11-23,Thursday,12:00:00
Md Jabarul Go back to kindergarten...\n.improve your grammar and then come back 🤣😝🤭,2023-11-23,Thursday,22:00:00
Cali Rongkup Gurung haha,2023-11-23,Thursday,23:00:00
"Maradona tenía magia algo que messi nunca tuvo ni tendrá. Ojo, Messi es un gran jugador, pero\nMaradona es el rey del football papa!",2023-11-23,Thursday,16:00:00
Ahahah i love they took this interview before the world cup in Maradona old club,2023-11-23,Thursday,13:00:00
Anthony Sangano dey play,2023-11-23,Thursday,22:00:00
"Messi fan boys, come check this out 🤣🤣🤣 I told them Messi gave Argentine what they already have but my king gave Portugal what they never dreamed of, there’s level to this greatness, They should do Ronaldo or Eusebio or Figo let’s check something",2023-11-23,Thursday,23:00:00
Both ❤️❤️❤️,2023-11-23,Thursday,23:00:00
Taraqul Islam Mohon\nবিশালল\n\nম্যারাডোনার কথা বাদ দিলাম। আর্জেন্টিনার মানুষ মেসির থেকেও রিকুয়েলমিকে সেরা মনে করে।😥,2023-11-23,Thursday,23:09:00
Who is Best ❓\n\nMessi. 👍\nMaradona ❤️,2023-11-23,Thursday,11:00:00
Xavier. Now compare lol,2023-11-23,Thursday,11:00:00
now go ask any Portugese people who is their GOAT.... the answer will be Ronaldo.\n....Bcuz he is the best thing happened to them after Eusebio in the 70s.......\n\nArgentina on the other hand had already won 2 WCs and many more Copa America before Messi came.... it's obvious that there are players who his countrymen thinks is better than him.....\n\nPortugal only leave Ronaldo...and Eusebio ( even tho Eusebio had a short career),2023-11-23,Thursday,11:00:00
Thorfinn Alt 😂😂so what are you trying to explain with this,2023-11-23,Thursday,12:00:00
Xabiso Mpangele that Argentina always had a bigger history before Messi came....so did France and Brazil......\n\nPortugal had no history whatsoever.....\nafter Ronaldo arrived he revolutionised.\n... Portugal's History,2023-11-23,Thursday,12:00:00
Thorfinn Alt 🤣😂so that makes him better or what,2023-11-23,Thursday,12:00:00
Thorfinn Alt So just because his team has always been a flop so that should make us feel sad for him and say he's the great 😅 come on mate. Argentine has had world cup winners yes but they retired and Messi had to lead his era also to winning it. So fact that Portugal has never been good enough to win the world cup is not our business it's either you win the greatest cup or you fail 🤷🏽\u200d♂️ sad stories ain't or a history of failure won't justify Ronaldo failing to be a world champion 🤷🏽\u200d♂️ and that's just facts.,2023-11-23,Thursday,16:00:00
"""Goal"" only show this comparison for their view purpose. Its a crime. Maradona neverever can be on messi\'s level, Every records are on messi\'s favor. But maradona was best of his time. Messi is the best for all time if you count statistics. Messi\'s club & international records, individual achievements are so far ahead of maradona. But maradona created this path & spread football craziness among argentine people, there is no doubt, in this sense maradona is the best.",2023-11-23,Thursday,11:00:00
Pharmacist Md Al-Amin messi will never be respected like the greats ...Maradona did it without FIFA,2023-11-23,Thursday,11:00:00
Pharmacist Md Al-Amin an idiot for saying that !!!! What levey is Messi in that Maradona wasn't ????,2023-11-23,Thursday,11:00:00
"Don Dada Maradona was Maradona for 2 years. But Messi was Maradona for 15 years.\nNot even mentioning stats, trophies & achievements.",2023-11-23,Thursday,11:00:00
"Pharmacist Md Al-Amin what statistics? Maradona is a midfielder and Messi is a forward.\nMaradona played in a tough era, Messi play in snowflakes era for forward.\nMaradona's style of play is more elegant and nicer to look at.",2023-11-23,Thursday,11:00:00
Pharmacist Md Al-Amin Well said...,2023-11-23,Thursday,11:00:00
Sfiso Mabhena Maradona did it with drugs and cheating. What do you know young man? Hand of god goal. Am sure u were young then.,2023-11-23,Thursday,11:00:00
Vlad I Draco Messi is the best playmaker of all time according to IFFHS.,2023-11-23,Thursday,11:00:00
Sfiso Mabhena,2023-11-23,Thursday,11:00:00
Vlad I Draco you would have even said Messi played with cornflakes. You people be capping nonsense. 😏🙄,2023-11-23,Thursday,11:00:00
Xiâo Bernard Konami my brothers from Morocco they really did make us proud thank u for sharing,2023-11-23,Thursday,12:00:00
"Pharmacist Md Al-Amin oh pessi fanboys 🤣\nfirst, IFFHS Playmaker award began to be given in the 2006.\n2nd, This award is given based on votes, Not statistics.\n3rd, Based on ur logic, then Kevin de Bruyne is better than Zidane in terms of playmaker 😂\n\nAnd I say again, even Messi said Maradona was better than him.",2023-11-23,Thursday,12:00:00
"Pharmacist Md Al-Amin what nonsense stats are you saying? Some one won three world cup finals, someone has 9 goals in a single world cup, someone is the all time leading goal scorer in the world of football, someone is the all time leading goal scorer of the world cup tournament ., someone is UCl all time highest goal scorer. Non of these records is held by Messi yet in your delusional mind, he is the all time best.",2023-11-23,Thursday,12:00:00
"Jerahmeel James Aren't the rules and conditions in this era like snowflakes in the Maradona era? Previously, football was played by men who didn't like rolling around, now you see Messi, Neymar and Ronaldo looking for advantages on the pitch by rolling around.",2023-11-23,Thursday,12:00:00
Bankole Olumayowa and how old are you lil boy?,2023-11-23,Thursday,12:00:00
"Pharmacist Md Al-Amin Oga abeg calm down ,u are not Argentinian.",2023-11-23,Thursday,12:00:00
"Pharmacist Md Al-Amin They are Boca Juniors fans, Maradona is an idol there. If you consult around Argentina, the results will be more even.",2023-11-23,Thursday,12:00:00
Pharmacist Md Al-Amin guy go n sit down Messi didn’t do well outside Barcelona,2023-11-23,Thursday,12:00:00
Nick Clarke,2023-11-23,Thursday,12:00:00
"Ani Excel are you mad????? without messi, barcelona & argentina is nothing. After 36 years, argentina won world cup, copa america & finalissima with the hand of messi. But you are lame & blind, you couldn't see this. Two times golden ball winner in fifa world cup, 2 times golden ball & boot winner of copa america. Nobody are on the level of messi.",2023-11-23,Thursday,12:00:00
Pharmacist Md Al-Amin clutching at straws 🤣🤣\nGlad these are opinions from Argentines themselves and not Portuguese.,2023-11-23,Thursday,13:00:00
Pharmacist Md Al-Amin you Messi fan you don't know what you are talking.,2023-11-23,Thursday,13:00:00
It's dumb asking Boca juniors fans who is the greatest a club where maradona is sainted and riquelme is king.. what do you expect... Ask this same question at Rosario and let's have their answers,2023-11-23,Thursday,12:00:00
Ayotunji Olanrewaju exactly or even maybe River plate,2023-11-23,Thursday,13:00:00
Ayotunji Olanrewaju Most Argentines will give you the same answer. They are not fanatics like you guys.,2023-11-23,Thursday,13:00:00
Imagine Ronaldo or Maradona question\nShould be in joke section 😊,2023-11-23,Thursday,21:00:00
How do you expect Boca Juniors fans to choose anyone ahead of Maradona? It is like asking Barcelona fans to choose between Pique and Ramos.,2023-11-23,Thursday,12:00:00
Aliyu Yakubu Yusuf they are Argentina fans you fool 🙄🙄🙄,2023-11-23,Thursday,12:00:00
"Ibrahim Unisa\nWho said they are not Argentina fans? This is Boca Juniors fans zone during their Copa Libertadores final against Fluminense.\n\nStop embarrassing yourself, moron.",2023-11-23,Thursday,12:00:00
"These argentines are ignorant of what maradona himself said about Messi. ""Maradona once said, Messi could replace me. But Messi is the greatest, I think he is irreplaceable ""..",2023-11-23,Thursday,12:00:00
Argentina 🤣 already made history before Fifa boy. Messi is just fighting for his own agenda.\nRonaldo fighting to create the greatest history for Portugal and himself is a difficult journey to embark on. That's why I love Ronaldo with compassion🤝,2023-11-23,Thursday,12:00:00
"Juwon Mortijs you are the same people who used to say mess has no international trophy but now he has three, you have no excuse instead troll him that fifa helped him 😂😂how can one single person convince all fifa executive only to give him three international trophy’s. My dear mess is to good to be compared to anyone, these agerntine fans know that mess is the best but it’s only the respect they have for maradona in which even mess himself will say maradona is the best",2023-11-23,Thursday,12:00:00
Juwon Mortijs history doesn't play football Ronaldo failed in world cup accept it and have peace 😂😂,2023-11-23,Thursday,12:00:00
"Juwon Mortijs And that greatest history include failing to win the greatest trophy (World Cup) five times with him 🤷🏽\u200d♂️ what are you even saying man , like how superior is Argentina for winning it with 3 greatest teams they've had and 2 of the best players they've had (Messi & Maradona) when Portugal have dismally failed back from their 70s squad & every other team after that till their greatest player also still failed to win the world cup as any other of their players they've had 😂 how sad man , even the greatest the country has to offer still wasn't enough to atleast even get em to WC finals atleast 😂💔",2023-11-23,Thursday,16:00:00
"Boca Junior fans and you expected them to choose Messi over who? A club where Maradona is an idol?\nI have even seen that others chose Requelme as their best, cos he is also a legend! I am sure those who chose Requelme thinks Messi is the best but can't betray Maradona for Messi!\nOnly the bold honest ones had the gast to choose Messi!",2023-11-23,Thursday,13:00:00
IsraelBa Mozo you have said it all,2023-11-23,Thursday,15:00:00
Those who are making comments against messi for this interview no get sense at all. If I am a argentine and I was asked too back then I would choose Maradona. The interview was conducted before World Cup. That was why they all went for Maradona. They chose maradona based on sentiment that Messi had never won them world cup back then. I have seen this clip before even long before world cup. So don't come and make Yourselves happy here. The only GOAT ever liveth touched by god of football is Messi and no other person comes close. Go and conduct the interview again and see who will emerge.,2023-11-23,Thursday,23:00:00
Olaoye Olukunmi you go explain tire!,2023-11-23,Thursday,23:10:00
Goodness Joshua Ishola show me ur goat world cup.,2023-11-23,Thursday,23:28:00
Olaoye Olukunmi Maradona's world cup?,2023-11-23,Thursday,23:55:00
They are Boca fans. You see some of them prefer Riquelme. Maradona and Riquelme are Boca legends. Ask River fans 😂,2023-11-23,Thursday,12:00:00
🤣🤣🤣,2023-11-23,Thursday,12:00:00
"Boca Junior's Fan, what did you expect, go and ask Newell's fans too..",2023-11-23,Thursday,14:00:00
