text,comments,shares,reaction_count,like,love,haha,wow,sad,angry,date,day,posting_time
Which two footballers will be the next 'Messi v Ronaldo'? 🤔,426.0,19,2078,1507,510,8,1,5,0,2023-11-24,Friday,2
"Mauricio Sarri gives a hilarious response to this question 🤣

GOAL.COM
‘Can I smoke there?’ - Former Chelsea manager Mauricio Sarri offers hilarious response to Saudi Arabia links as Lazio boss insists he is happy in Italy | Goal.com UK",6.0,7,585,516,8,59,1,1,0,2023-11-23,Thursday,17
"Bernardo Silva reveals why he didn't go to Saudi 😱

GOAL.COM
'I didn't want to give up on that' - Bernardo Silva reveals reasons for snubbing potential move to Saudi Arabia",17.0,5,937,906,26,1,0,1,0,2023-11-23,Thursday,22
"It's all coming to an end 😢

GOAL.COM
What a career! Angel di Maria confirms he will retire from Argentina duty after 2024 Copa America | Goal.com UK",93.0,27,3810,2963,267,13,7,517,0,2023-11-23,Thursday,20
Taiwo Awoniyi will miss AFCON after picking up a groin injury 😔 🇳🇬,137.0,23,4918,4008,36,19,25,794,8,2023-11-23,Thursday,18
Argentina fans choose between Lionel Messi & Diego Maradona 👀🇦🇷,1036.0,250,11955,6231,4617,250,27,2,8,2023-11-23,Thursday,18
Football winner stays on with Specs and ElzTheWitch: Mary Earps takes the win from outta nowhere 🦸‍♀️ Sky Sports,26.0,4,1130,1014,100,13,0,0,0,2023-11-23,Thursday,17
Liverpool's attackers feasted during the international break ⚽️,241.0,95,10885,8846,1903,17,12,0,1,2023-11-23,Thursday,16
"Real Madrid want Haaland and Mbappe 😱

GOAL.COM
Erling Haaland & Kylian Mbappe to Real Madrid? Los Blancos have £342m ‘Galactico’ transfer war chest",126.0,11,1648,1352,47,208,31,1,1,2023-11-23,Thursday,15
Kevin De Bruyne nutmegs members of the public 💀 Manchester City,26.0,29,2388,1829,494,25,4,0,0,2023-11-23,Thursday,14
"Andre Onana got injured during the international break, but he could still feature for Manchester United against Everton 💪

GOAL.COM
Onana set to make immediate return after withdrawing from Cameroon duty with groin problem",28.0,2,1170,1059,17,91,1,1,0,2023-11-23,Thursday,14
Guess the football career paths: the streets will never forget the Bolasie flick 🧨,8.0,4,847,778,63,0,2,0,0,2023-11-23,Thursday,13
Barcelona had David Beckham sweating over Lionel Messi 😅,140.0,34,9346,7027,1449,719,13,20,2,2023-11-23,Thursday,13
PSG players prank their own fans 🤡 PSG - Paris Saint-Germain,12.0,3,902,765,17,114,3,1,0,2023-11-23,Thursday,11
"Chelsea are the latest club interested in Napoli's €100m Khvicha Kvaratskhelia 🔵

GOAL.COM
Chelsea want Kvaradona! Blues join queue of clubs chasing €100m-rated Napoli Scudetto hero Khvicha Kvaratskhelia | Goal.com UK",50.0,7,1569,1419,110,19,9,1,2,2023-11-23,Thursday,11
Lionel Messi doesn't go anywhere without a bodyguard 💪,931.0,141,28530,19903,3205,5120,28,3,13,2023-11-23,Thursday,10
"Manchester City vs Liverpool has become the Premier League's greatest rivalry in recent years 🍿

GOAL.COM
Ten moments that turned Man City vs Liverpool into the Premier League's greatest rivalry",71.0,10,2555,2322,215,5,2,0,0,2023-11-23,Thursday,9
This wholesome moment between Lionel Messi and Emi Martinez 🥺,205.0,81,20723,14177,5583,214,9,4,8,2023-11-23,Thursday,3
"Neymar reacts to the pre-match violence inside the stadium 😬

GOAL.COM
'Hell of a mess' - Neymar reacts to 'hot' atmosphere at Maracana",26.0,12,2663,2470,160,9,9,4,2,2023-11-23,Thursday,1
"PSG are signing Goncalo Ramos permanently 🤑

GOAL.COM
PSG cough up €80 million to make Goncalo Ramos loan deal permanent",20.0,3,1904,1747,26,116,8,1,0,2023-11-22,Wednesday,23
Currently leading their title races 👀,100.0,24,7322,6358,901,9,4,3,0,2023-11-22,Wednesday,21
"Manchester United are planning a huge clear-out 😱

GOAL.COM
Erik ten Hag to swing the axe! 13 Man Utd players on the chopping block",73.0,8,1788,1698,45,39,0,1,1,2023-11-22,Wednesday,20
Which player was on the back of your first football shirt? 🤷,1868.0,86,6830,4904,1646,56,4,1,0,2023-11-22,Wednesday,19
"Mason Mount looks 'lost' at Manchester United 😳

GOAL.COM
Mason Mount looks 'lost' at Man Utd & is suffering from 'high stress levels' due to his massive £60m fee",220.0,14,2162,1823,19,292,2,14,4,2023-11-22,Wednesday,18
Brazil vs Argentina finished with 42 fouls 🥊,774.0,214,31565,23418,2919,4689,261,27,20,2023-11-22,Wednesday,17
Drafting the ultimate Chelsea five-a-side team 💙,4.0,4,959,892,59,1,1,0,0,2023-11-22,Wednesday,17
The one player Chelsea fans would buy if they could sign anyone 🇳🇬,122.0,12,3786,3097,602,44,4,0,0,2023-11-22,Wednesday,16
The future of El Clasico is in safe hands 🙏,693.0,101,30630,24694,5231,392,34,1,1,2023-11-22,Wednesday,15
"Bruno Fernandes' behaviour as Manchester United captain has again been questioned 😬

GOAL.COM
Bruno Fernandes slammed for being 'disrespectful' to Man Utd team-mates",145.0,5,1730,1579,15,130,2,0,1,2023-11-22,Wednesday,14
Japan can't stop scoring 🇯🇵,119.0,67,10505,8703,1649,8,66,2,1,2023-11-22,Wednesday,13
Guess the football career path challenge: this Chelsea fan nailed it 💙 #football #premierleague #chelsea #soccer,14.0,4,2341,2267,60,3,5,0,0,2023-11-22,Wednesday,13
La Liga mascots battle in hilarious set of Olympic challenges 🤣,9.0,4,863,764,20,76,1,0,0,2023-11-22,Wednesday,13
"Shocking scenes from Brazil vs Argentina 😞

GOAL.COM
WATCH: Emiliano Martinez charges at police officer & attempts to take his baton as Argentina vs Brazil erupts into chaos due to fan violence | Goal.com UK",18.0,18,939,850,70,9,0,7,0,2023-11-22,Wednesday,12
Luis Suarez is a big fan of Darwin Nunez 💙,228.0,94,17653,13903,3401,111,20,2,2,2023-11-22,Wednesday,11
"One year ago today, Saudi Arabia beat Argentina in their opening game of the 2022 World Cup and fans absolutely lost their minds 💚🇸🇦 #football #soccer #worldcup #saudiarabia",251.0,90,2943,1968,289,644,8,9,1,2023-11-22,Wednesday,11
"It's been a wild year for Saudi Arabian football 🤯

GOAL.COM
How Saudi Arabia shook up the football world: From upsetting Lionel Messi to signing Cristiano Ronaldo",38.0,15,1967,1814,122,14,2,1,0,2023-11-22,Wednesday,10
Sadio Mane got Mohamed Salah's Egyptian king Liverpool chant wrong 😭 Liverpool FC #football #premierleague #liverpool #soccer,26.0,10,1980,1778,154,28,0,1,0,2023-11-22,Wednesday,9
Rodrigo De Paul was ready 😅,1847.0,179,29357,21853,2181,5085,51,9,19,2023-11-22,Wednesday,9
"Dominik Szoboszlai is compared to Lionel Messi 😱

GOAL.COM
'Same as Lionel Messi at his best' - Liverpool star Dominik Szoboszlai compared to Barcelona legend after 'incredible' Euro 2024 qualifying display for Hungary | Goal.com UK",93.0,10,2558,2038,74,428,3,3,5,2023-11-22,Wednesday,4
Eden Hazard turned down the Saudi Arabia bag 💰,564.0,51,6649,5322,351,917,18,4,4,2023-11-22,Wednesday,2
"Gavi received an unexpected letter 😯

GOAL.COM
Gavi receives surprise letter from Real Madrid president Florentino Perez",48.0,9,2110,1909,178,3,6,3,0,2023-11-22,Wednesday,0
The greatest battle in football ⚔️,1013.0,747,46287,34046,11356,53,40,16,1,2023-11-21,Tuesday,22
"We get to see them one last time 🥲

GOAL.COM
Cristiano Ronaldo vs Lionel Messi: Inter Miami to take on Al-Nassr in Riyadh Season Cup",83.0,13,2229,2011,177,16,3,5,0,2023-11-21,Tuesday,21
Cristiano Ronaldo is a savage 💀,489.0,113,16388,11731,1274,3245,22,3,2,2023-11-21,Tuesday,19
"How Romelu Lukaku can secure his move to Roma 💸

GOAL.COM
Revealed: What Chelsea flop Romelu Lukaku needs to do to secure £37m January move to Roma",12.0,3,1776,1702,60,5,1,1,0,2023-11-21,Tuesday,19
Phil Foden & Bernardo Silva hit these flyaway ball penalties so hard 😭 Manchester City,9.0,4,1260,1165,82,8,1,0,0,2023-11-21,Tuesday,18
Lionel Messi and Cristiano Ronaldo will face each other in February 2024 in a match called ‘The Last Dance’ 🥲,1703.0,1085,50076,35828,12479,354,161,274,3,2023-11-21,Tuesday,18
Cody Gakpo reveals his footballing idols 🇦🇷 Liverpool FC,24.0,13,2914,2341,531,4,2,0,0,2023-11-21,Tuesday,17
Describe Ronaldinho to someone who's never seen him play before 👇,2681.0,102,14412,11838,2361,21,12,6,1,2023-11-21,Tuesday,16
"This may be why Rasmus Hojlund is yet to score in the Premier League 😱

GOAL.COM
Rasmus Hojlund told some of his Man Utd team-mates 'don't have the qualities to play at this level",101.0,9,2522,2245,32,236,4,3,0,2023-11-21,Tuesday,15
Sergio Aguero takes on David Villa in blind penalties 🤣 Manchester City,50.0,23,2366,1862,397,77,4,0,1,2023-11-21,Tuesday,14
"Name the missing squad numbers, Chelsea edition: they pulled it round in the end 🔵",9.0,1,913,874,32,1,0,0,0,2023-11-21,Tuesday,14
Stefan Lainer returns to Borussia Monchengladbach training after recovering from cancer 💚,88.0,62,11964,9743,2048,1,11,3,0,2023-11-21,Tuesday,13
"Fabio Paim claims he deserves at least one of Ronaldo's five Ballon d'Or awards 👀

GOAL.COM
Cristiano Ronaldo issues savage response to former Sporting academy starlet",67.0,5,1767,1532,49,179,2,0,0,2023-11-21,Tuesday,12
Virgil van Dijk meets his youngest fan 🥺 Liverpool FC,11.0,10,2038,1687,320,1,2,0,0,2023-11-21,Tuesday,11
Brazil are scared of Lionel Messi 😱,913.0,298,23679,16946,4707,1563,38,8,9,2023-11-21,Tuesday,11
"Football winner stays on, goalkeepers edition: Gianluigi Buffon takes it late on 🥊 #football #soccer #premierleague",23.0,4,1345,1213,114,7,1,0,0,2023-11-21,Tuesday,11
"Eight of Erik ten Hag's 13 Manchester United signings have previously played in the Netherlands 🇳🇱

GOAL.COM
Erik ten Hag's preference for Eredivisie players has left Man Utd with a weakened squad",47.0,5,1501,1446,22,27,1,1,2,2023-11-21,Tuesday,10
Phil Foden and Bernardo Silva compete in crazy penalty challenge 🤪 Manchester City,35.0,43,8352,6371,1819,72,9,0,0,2023-11-21,Tuesday,9
"That's some high praise for Kylian Mbappe 👑

GOAL.COM
Henry praises Mbappe after 300th goal",19.0,5,1714,1581,121,3,1,1,1,2023-11-20,Monday,23
"Manchester United will have to pay Brighton A LOT of money if they want Evan Ferguson 👀

GOAL.COM
Man Utd will be forced to cough up for Evan Ferguson transfer as key Brighton contract detail is revealed | Goal.com UK",38.0,4,1653,1501,21,124,4,1,1,2023-11-20,Monday,19
#ad Which team do you prefer? 🤔 We challenged two England fans to go head-to-head and build the ultimate 5-a-side team ⚽,5.0,5,782,744,34,0,1,0,0,2023-11-20,Monday,18
"If you could go back in time, which baller would you chose to watch in their prime? 🔙",2246.0,83,6128,4975,1013,6,6,1,0,2023-11-20,Monday,17
"Egypt have responded to the concerns to Mohamed Salah's safety after he was targeted by pitch invaders in Sierra Leone 🇪🇬

GOAL.COM
Should Liverpool be concerned? Egypt respond to fears over Salah's safety after pitch invasion scare",70.0,6,1858,1798,33,3,4,10,2,2023-11-20,Monday,16
"Tell us which of these massive football clubs you prefer 👇

#football #soccer",44.0,5,2078,1917,141,5,0,0,2,2023-11-20,Monday,15
Just a handful of the players who got injured during the international break 😳,313.0,164,17244,13317,206,80,53,3498,29,2023-11-20,Monday,15
Mo Salah and Sadio Mane put their bromance to the test ❤️ Liverpool FC,97.0,161,8825,6933,1702,45,4,4,1,2023-11-20,Monday,14
"These superstars could leave their clubs next season and join the £100m gang 🤑

GOAL.COM
Salah, Fernandes and the 12 stars set to demand crazy transfer fees in 2024",16.0,2,1323,1286,25,6,3,1,0,2023-11-20,Monday,13
"54321 football quiz: this is the definition of 100 ball knowledge 💯

#football #soccer #premierleague",26.0,34,6619,5856,685,15,11,0,0,2023-11-20,Monday,13
"#ad Selfies 📸, predictions 🤔 and nutmegs ⚽️ We sent Viper and Joel on a scavenger hunt with the help of the Google Pixel 🤳 Watch till the end to see who won tickets to the match!",2.0,2,663,643,18,0,0,0,0,2023-11-20,Monday,13
It's a cruel game 💔,210.0,52,9367,6758,121,290,13,2125,7,2023-11-20,Monday,12
"Alexis Sanchez claims that excrement came out of the drain in the showers at the Colo-Colo stadium 💩

GOAL.COM
‘Our excrement came out the drain' - Sanchez gives damning assessment of Chilean national team facilities",15.0,4,1468,1421,15,25,3,3,0,2023-11-20,Monday,11
Jeremy Doku reacts to being the quickest Manchester City player 💨 Manchester City,45.0,72,4226,3560,626,5,3,1,0,2023-11-20,Monday,10
"Julian Nagelsmann has suggested that Kai Havertz could be Germany's new left-back 👀

GOAL.COM
Germany boss Nagelsmann hints struggling Arsenal star could continue in unlikely defensive role",49.0,3,1561,1336,21,195,6,2,0,2023-11-20,Monday,9
We need to talk about Portugal's perfect Euro 2024 qualifying campaign 👏,2155.0,646,53310,40244,11295,763,104,10,3,2023-11-20,Monday,9
"Bruno explained what makes Benfica wonderkid Joao Neves such a good player 🇵🇹

GOAL.COM
Bruno Fernandes eager for 'excellent' Portugal team-mate to join him at Manchester United",18.0,1,2046,1902,132,4,1,1,0,2023-11-20,Monday,8
Romelu Lukaku for Belgium in 2023 🤯,126.0,30,10656,9092,1419,15,41,2,1,2023-11-20,Monday,6
"Romelu Lukaku isn't messing around 😤

GOAL.COM
WATCH: Romelu Lukaku smashes home his FOURTH goal in 37 first-half minutes for Belgium",18.0,2,1598,1487,97,1,3,1,0,2023-11-20,Monday,4
Cristiano Ronaldo was honoured with the kit his 'CR7' brand sponsors on his return to Sporting CP 💚,121.0,66,12084,9470,2355,29,7,1,0,2023-11-20,Monday,2
"The 17-year-old is about to come face to face with Lionel Messi for the first time 👀

GOAL.COM
Real Madrid-bound Endrick picks Cristiano Ronaldo over Lionel Messi",73.0,5,2238,2005,185,32,0,1,0,2023-11-20,Monday,0
Endrick is team Cristiano Ronaldo 🐐,1450.0,296,35530,23877,7689,3206,43,5,5,2023-11-19,Sunday,23
"Chaos broke out during Egypt's win over Sierra Leone 😳

GOAL.COM
WATCH: Mohamed Salah targeted by pitch invaders in shocking scenes",45.0,9,1622,1555,27,13,8,9,6,2023-11-19,Sunday,21
When you're named Player of the Tournament after losing a World Cup final 😢,1060.0,1037,48914,30105,4592,1255,79,12331,10,2023-11-19,Sunday,20
Jack Grealish made this Manchester United fan's day ❤️ #football #soccer #premierleague,14.0,22,2150,1849,282,1,3,0,0,2023-11-19,Sunday,20
David Beckham plays cricket during India visit 🇮🇳,51.0,62,6589,5160,1309,15,13,2,0,2023-11-19,Sunday,20
"Including four Chelsea stars 😬

GOAL.COM
The England XI likely to be snubbed from Gareth Southgate's Euro 2024 squad",15.0,1,1645,1607,27,3,0,1,0,2023-11-19,Sunday,19
"Naming ten of Gareth Bale's team-mates: starts off easy, ends off HARD 🥵 #football #premierleague #soccer",48.0,19,10447,10119,201,93,3,1,0,2023-11-19,Sunday,18
Kylian Mbappe beat some greats to 300 goals 🤯,1992.0,411,82376,67485,13765,236,201,10,9,2023-11-19,Sunday,18
Jack Grealish made this Manchester United fan's day ❤️,260.0,303,8306,5977,2190,11,6,0,0,2023-11-19,Sunday,17
"Jude Bellingham's breakthrough has sidelined Luka Modric 😔

GOAL.COM
Luka Modric makes decision on Real Madrid future amid playing time struggles",60.0,5,2873,2660,182,8,3,9,0,2023-11-19,Sunday,16
When Philippe Coutinho & Gini Wijnaldum played football against 30 kids 🤣 Liverpool FC #football #premierleague #liverpool #lfc,5.0,8,1280,1131,35,110,0,0,0,2023-11-19,Sunday,16
Describe Lionel Messi to someone who's never seen him play before 👇,5040.0,131,25321,18663,5442,522,17,0,15,2023-11-19,Sunday,15
"The Saudi Pro League isn't slowing down anytime soon 🇸🇦

GOAL.COM
'Concentrate on my goals' - Man Utd captain Bruno Fernandes addresses Saudi Pro League transfer rumours | Goal.com UK",11.0,3,1363,1318,33,9,0,0,1,2023-11-19,Sunday,14
Blind ranking Premier League strikers: sometimes things work out 🤷 #football #premierleague #soccer,78.0,8,4135,3947,173,5,1,0,0,2023-11-19,Sunday,14
A great day to be a Barcelona fan 😎,606.0,257,19294,14383,3400,1140,44,29,21,2023-11-19,Sunday,14
"Manchester City want Erling Haaland to sign a new contract and lose the clause allowing him to leave in 2025, according to 90min 📝

At very least, City are hoping to change the clauses to ensure a better deal if he is sold 💰",257.0,25,11259,9756,1333,75,13,1,3,2023-11-19,Sunday,7
"Kai Havertz might have found his new favourite position 😅

GOAL.COM
Kai Havertz starts at LEFT-BACK for Germany... then scores inside five monutes!",85.0,11,4321,3839,73,384,6,8,1,2023-11-19,Sunday,5
Defending against Lionel Messi is the hardest job in football 💀,765.0,116,10415,7347,2407,262,16,2,4,2023-11-19,Sunday,3
"This guy is going to be very special 🤩

GOAL.COM
WATCH: Lionel Messi in disguise?! Argentina wonderkid scores stunning free-kick for U23s",22.0,8,2689,2342,290,16,2,0,0,2023-11-19,Sunday,2
PSG wonderkid Warren Zaire-Emery is the youngest man to score for France in over 100 years ⭐️,131.0,36,7043,6096,862,36,8,0,0,2023-11-18,Saturday,23
Kylian Mbappe reaches the top three in France's all-time top scorers list at just 24 years old 🤯,550.0,136,29950,25256,4369,55,90,3,0,2023-11-18,Saturday,22
"Ryan Reynolds didn't want to include this in the Wrexham documentary ❌

GOAL.COM
Ryan Reynolds reveals personal moment that WON’T feature in Welcome to Wrexham Season 3",5.0,2,1052,1031,16,3,0,0,0,2023-11-18,Saturday,22
France claim the all-time biggest win in Euros qualifying history 🤯,1394.0,654,27954,22050,1767,3491,484,34,34,2023-11-18,Saturday,21
"Arsenal youngster Chido Obi-Martin scored TEN goals in a 14-3 win over Liverpool 🤯

GOAL.COM
Arsenal teenager scores TEN goals in incredible 14-3 win over Liverpool",168.0,56,4144,3551,115,415,48,2,1,2023-11-18,Saturday,20
Cristiano Ronaldo's influence on Erling Haaland is obvious 🤝,1241.0,418,27581,19890,6679,359,19,1,0,2023-11-18,Saturday,20
"Pick a coach, a captain and a number nine 👇",4156.0,151,7997,6982,944,8,14,1,1,2023-11-18,Saturday,18
"Another points deduction could spell disaster for Everton 😨

GOAL.COM
Why Everton could face ANOTHER points deduction after already slipping into relegation zone",31.0,5,1280,1164,11,77,3,24,1,2023-11-18,Saturday,17
"John Obi Mikel played against Lionel Messi and Cristiano Ronaldo, and he says the GOAT debate isn't even close 🤷",3490.0,250,20531,15076,3592,1462,24,4,32,2023-11-18,Saturday,17
"Erling Haaland faces a race to be fit for Man City's game with Liverpool 😰

GOAL.COM
Erling Haaland gives injury update as Norway blow puts him in doubt for huge Liverpool game",60.0,4,1556,1424,20,81,4,17,1,2023-11-18,Saturday,16
"Football winner stays on, goalkeepers edition: Chelsea fan stands up for Petr Cech 🧤

#football #premierleague #soccer #chelsea #chelseafc",188.0,16,6753,5919,615,123,3,0,0,2023-11-18,Saturday,16
Lauren James single-handedly destroyed Liverpool 🔥,182.0,36,7606,6626,870,31,16,2,3,2023-11-18,Saturday,15
"This is a huge problem for Real Madrid 😬

GOAL.COM
Monumental blow for Real Madrid as Vinicius Junior out for 10 WEEKS after suffering torn hamstring on Brazil duty | Goal.com UK",41.0,10,1789,1547,22,31,7,178,2,2023-11-18,Saturday,15
Khvicha Kvaratskhelia lost all composure when he met Lionel Messi at the Ballon d'Or 🤣,301.0,122,13216,9265,3562,141,7,3,1,2023-11-18,Saturday,14
Mohamed Salah's reaction to this violation from a young Liverpool fan 🤣 Liverpool FC #football #liverpool #premierleague #lfc #salah #mosalah,107.0,342,12222,10645,717,779,12,0,1,2023-11-18,Saturday,14
"It's not good news for Tottenham 😔

GOAL.COM
Another injury blow for Tottenham? Son Heung-min admits he 'felt pain' during South Korea's World Cup qualifier against Singapore as Premier League title hopefuls' fitness concerns mount up | Goal.com UK",23.0,8,1411,1269,11,12,2,112,1,2023-11-18,Saturday,4
Pick one from their prime 🍿 👇,2470.0,188,15110,11205,3572,29,14,3,1,2023-11-18,Saturday,2
"Even true Argentina fans will struggle with this quiz 🤯

GOAL.COM
Quiz: Only an Argentina superfan can name at least 12/15 of these national team legends",47.0,3,2430,2188,205,20,0,1,0,2023-11-18,Saturday,0
Son Heung-min played through the pain for South Korea 🥺 🇰🇷,60.0,54,8148,6796,1218,14,19,12,0,2023-11-17,Friday,23
Kylian Mbappe knows Lionel Messi deserved the Ballon d'Or 🐐,1288.0,221,21377,14470,4578,1898,19,6,21,2023-11-17,Friday,21
"One of Barcelona's key players just withdrew from international duty 😳

GOAL.COM
Bad news for Barcelona! Marc-Andre ter Stegen withdraws from Germany camp with back injury leaving Xavi sweating on goalkeeper's fitness | Goal.com UK",17.0,9,1968,1758,23,18,9,151,3,2023-11-17,Friday,19
Jude Bellingham is only the third English player to win the Golden Boy award 🏆 🏴󠁧󠁢󠁥󠁮󠁧󠁿,122.0,37,11375,9627,1636,17,12,0,1,2023-11-17,Friday,18
Real Madrid: home of the Golden ballers ™️,636.0,636,42961,33072,8973,378,34,2,7,2023-11-17,Friday,16
Chelsea fans say they've scammed Manchester City for Cole Palmer 💀 #football #premierleague #chelsea #mancity #england,145.0,30,2504,2252,84,161,0,0,2,2023-11-17,Friday,16
"Andre Onana's been brutally savaged here 😱 👇

GOAL.COM
Brutal! Man Utd No.1 Andre Onana told weaknesses are ‘abilities as a goalkeeper’ after error-strewn start to life as David de Gea’s successor | Goal.com UK",34.0,3,2006,1880,13,105,5,1,0,2023-11-17,Friday,16
Everton have been hit with a 10-point penalty 😳,913.0,84,8597,6666,45,931,139,735,62,2023-11-17,Friday,15
"Will Manchester City be punished after their financial investigation? 😬

GOAL.COM
Explained: How Man City might be punished after Premier League's financial investigation",202.0,21,2326,2022,23,257,10,8,4,2023-11-17,Friday,13
Philippe Coutinho & Georginio Wijnaldum scored a great goal against a team of 30 children 🤣 Liverpool FC,27.0,20,3062,2716,270,59,3,1,0,2023-11-17,Friday,13
Endrick is a big fan of Cristiano Ronaldo 🤩,561.0,269,25296,18607,5820,253,19,2,1,2023-11-17,Friday,12
"Who did Cole Palmer imitate when he was younger? 👀

GOAL.COM
Lionel Messi or Cristiano Ronaldo? Chelsea star Cole Palmer lists Man Utd great among three players he used to imitate as a kid | Goal.com UK",43.0,0,2017,1896,112,2,2,0,0,2023-11-17,Friday,11
It's a good time to be a Liverpool fan 😏,512.0,364,29724,22431,6718,103,24,7,6,2023-11-17,Friday,10
"Lionel Messi tells Uruguay player to learn respect 😤

GOAL.COM
‘Learn respect!’ - Lionel Messi reacts to obscene gesture from Manuel Ugarte towards Rodrigo De Paul during Argentina’s dramatic defeat to Uruguay | Goal.com UK",779.0,19,7345,5637,424,1225,8,3,11,2023-11-17,Friday,9
Football blind rankings: this Manchester United fan wasn't happy 😖,25.0,3,1315,1218,70,19,2,0,0,2023-11-17,Friday,8
Cristiano Ronaldo for club and country this season 🐐,2011.0,845,58717,42037,13822,1451,105,10,3,2023-11-17,Friday,8
"There was nothing Lionel Messi could do 😱

GOAL.COM
Argentina player ratings vs Uruguay: Lionel Messi can't save World Cup winners as Albiceleste fall to Uruguay for first loss in a year | Goal.com UK",566.0,15,3328,2498,52,735,7,26,0,2023-11-17,Friday,7
"Manchester City and Liverpool are now in the running for Bayern Munich winger Leroy Sane, according to Christian Falk 💨",1139.0,130,29759,24704,1686,3163,93,10,13,2023-11-17,Friday,2
"It's hard to imagine Real Madrid's midfield without Luka Modric 🥺

GOAL.COM
Luka Modric's agent opens door to Real Madrid exit after Saudi Arabia offers",17.0,3,1384,1262,95,4,2,15,0,2023-11-16,Thursday,22
Mesut Ozil 🤝 Arda Guler,146.0,60,15836,13266,2328,107,13,2,0,2023-11-16,Thursday,20
"'I got one more in me' 🐐

GOAL.COM
Explained: Why Lionel Messi is on course to play 2026 World Cup",122.0,13,3303,2775,381,103,1,0,2,2023-11-16,Thursday,18
"Football winner stays on: even with a Manchester United fan, John Stones takes a big W 👏 #football #premierleague #soccer",191.0,14,4829,4210,359,222,1,1,1,2023-11-16,Thursday,16
It's exactly 20 years since Lionel Messi's first appearance for Barcelona's senior side 🐐,603.0,345,22609,16236,5494,170,49,6,3,2023-11-16,Thursday,16
Chelsea fans think they've scammed Manchester City 💀,348.0,137,9783,8563,502,666,9,0,1,2023-11-16,Thursday,15
"Erling Haaland's agent gives an update on his future 😳

GOAL.COM
What is the release clause in Erling Haaland’s contract? Man City striker’s agent responds",32.0,8,1860,1728,119,7,2,1,0,2023-11-16,Thursday,13
"Start one, bench one, sell one 👇",5307.0,439,42829,36346,5972,96,71,11,3,2023-11-16,Thursday,12
Luis Diaz trains for the first time after his father's release 💛,28.0,19,9077,7791,1202,1,4,1,0,2023-11-16,Thursday,12
"Why Alejandro Garnacho was left out the Argentina squad 😬

GOAL.COM
Lionel Scaloni gives brutal reason for not calling up Alejandro Garnacho to link up with Lionel Messi and Argentina squad | Goal.com UK",365.0,6,3406,3059,54,260,7,19,3,2023-11-16,Thursday,11
54321 football quiz: J-Lingz saved him at the end 🦸‍♂️,50.0,42,9896,9213,593,28,6,2,1,2023-11-16,Thursday,11
Endrick is focused on football 😤,82.0,21,5121,4303,732,32,1,2,0,2023-11-16,Thursday,10
"Liverpool want Kylian Mbappe 😱

GOAL.COM
Liverpool to take transfer advantage? Reds could capitalise on Real Madrid uncertainty for Mbappe",71.0,12,1741,1531,155,38,8,1,0,2023-11-16,Thursday,9
Jack Grealish made Phil Foden's son's day 💙 Manchester City,421.0,634,80051,64605,14339,290,28,6,3,2023-11-16,Thursday,8
Alexia Putellas is Barcelona's top scorer in the Women's Champions League 👑,51.0,22,7112,5833,1171,6,7,0,0,2023-11-16,Thursday,8
"Neymar faces legal scrutiny over allegedly employing a cleaner without declaring her job, while he has also been accused of exploiting her 😲

GOAL.COM
Neymar facing claims of exploiting former cleaner who allegedly worked 60-hour weeks without holiday with employment undeclared | Goal.com UK",11.0,1,987,934,31,12,4,3,0,2023-11-16,Thursday,6
Gareth Bale's advice for Jude Bellingham 😳,147.0,26,6145,5289,443,374,12,3,0,2023-11-16,Thursday,4
"Gabriel Jesus is supposed to be injured 😳

GOAL.COM
Brazil boss Fernando Diniz insists he will handle injured Gabriel Jesus with care - but Arsenal striker is in line to play against Argentina | Goal.com UK",7.0,5,1746,1668,51,9,3,10,1,2023-11-16,Thursday,0
Nothing beats a happy Cristiano Ronaldo 😄,712.0,226,40336,29875,9390,284,23,10,4,2023-11-15,Wednesday,23
"It's not good news for Real Madrid 😫

GOAL.COM
Real Madrid left sweating! Eduardo Camavinga forced out of France training with knee injury",27.0,8,1765,1558,23,14,10,155,1,2023-11-15,Wednesday,22
Rodrigo De Paul's always got eyes on Lionel Messi 👀,216.0,35,16662,12778,3387,230,17,2,1,2023-11-15,Wednesday,21
Mario Balotelli could have achieved so much in the game 💭,235.0,26,6251,5324,390,493,9,7,0,2023-11-15,Wednesday,19
"Cristiano Ronaldo's latest project in Portugal is upsetting the locals 😤 👇

GOAL.COM
'My garden is full of dust!' - Cristiano Ronaldo upsetting neighbours with construction of outrageous €22m mansion in Portugal - complete with a cinema room and tennis court | Goal.com UK",103.0,11,3030,2738,234,38,1,0,3,2023-11-15,Wednesday,18
17-year-old Endrick trains with Brazil for the first time 🤯,371.0,362,70567,57019,12178,442,56,11,4,2023-11-15,Wednesday,15
Tottenham fans wouldn't swap any player for a Chelsea player 😤 #football #premierleague #coys #cfc,721.0,56,5782,5270,75,417,9,0,4,2023-11-15,Wednesday,15
"Diogo Jota's got that Cristiano Ronaldo mentality 👌

GOAL.COM
Jota following Ronaldo example as he insists he still has his prime years ahead of him after overcoming injury hell",20.0,3,3049,2781,242,6,2,1,0,2023-11-15,Wednesday,14
Who's the best Brazilian of all time? 🇧🇷,778.0,23,3580,2674,718,111,4,0,2,2023-11-15,Wednesday,14
PSG players prank their own fans 🤡 PSG - Paris Saint-Germain,7.0,3,948,809,12,124,0,1,0,2023-11-15,Wednesday,13
